id,intent,text,entities
1,ood_negative,gym membership info,{}
2,ood_negative,university admission info,{}
3,ood_negative,issue with crypto trading,{}
4,ood_negative,fashion discount ka process? 😅,{}
5,ood_negative,mujhe whatsapp not opening chahiye abhi,{}
6,ood_negative,doctor appointment booking problem help?,{}
7,ood_negative,board roll number info,{}
8,ood_negative,how to bake cake ka process? plz,{}
9,ood_negative,passport office kidhar hota yr,{}
10,ood_negative,how to gym membership,{}
11,ood_negative,token tax kahan milega,{}
12,ood_negative,stock market tips info,{}
13,ood_negative,PTCL bill issue problem,{}
14,ood_negative,mujhe mobile overheating chahiye,{}
15,ood_negative,housing society dues kidhar hota,{}
16,ood_negative,how to instagram hacked,{}
17,ood_negative,issue with housing society dues 🤦,{}
18,ood_negative,job application help,{}
19,ood_negative,mujhe wifi not working chahiye 😅,{}
20,ood_negative,travel visa info,{}
21,ood_negative,issue with whatsapp not opening,{}
22,ood_negative,kya election results yahan hota,{}
23,ood_negative,wedding hall booking ka process? abhi,{}
24,ood_negative,kya housing society dues yahan hota,{}
25,ood_negative,mujhe scholarship apply chahiye 😅,{}
26,ood_negative,car resale value problem,{}
27,ood_negative,electricity new connection cost? please,{}
28,ood_negative,bikes price list ka kya scene hai 🤦,{}
29,ood_negative,housing society dues office timing 🤦,{}
30,ood_negative,restaurant booking help,{}
31,ood_negative,board roll number problem,{}
32,ood_negative,mujhe crypto trading chahiye,{}
33,ood_negative,gas bill correction info,{}
34,ood_negative,fashion discount help,{}
35,ood_negative,issue with school fee,{}
36,ood_negative,binance account ka process? abhi,{}
37,ood_negative,bikes price list ka process? 😅,{}
38,ood_negative,issue with university admission 😅,{}
39,ood_negative,kya electricity new connection yahan hota urgent,{}
40,ood_negative,generator maintenance office timing,{}
41,ood_negative,mujhe bikes price list chahiye yr,{}
42,ood_negative,food delivery complaint kidhar hota,{}
43,ood_negative,kya marksheet yahan hota,{}
44,ood_negative,university fee challan ka kya scene hai urgent,{}
45,ood_negative,issue with crypto trading ???,{}
46,ood_negative,issue with job application,{}
47,ood_negative,train timing office timing abhi,{}
48,ood_negative,kya wifi not working yahan hota,{}
49,ood_negative,gas bill correction kahan milega,{}
50,ood_negative,car resale value kahan milega,{}
51,ood_negative,how to gas bill correction,{}
52,ood_negative,mujhe facebook password reset chahiye,{}
53,ood_negative,wifi not working cost? 🤦,{}
54,ood_negative,excise tax help bhai,{}
55,ood_negative,online shopping refund ka process? please,{}
56,ood_negative,issue with how to bake cake plz,{}
57,ood_negative,school fee cost? jaldi,{}
58,ood_negative,wedding hall booking info,{}
59,ood_negative,issue with whatsapp not opening help?,{}
60,ood_negative,jazz cash transfer info,{}
61,ood_negative,how to whatsapp not opening,{}
62,ood_negative,doctor appointment booking help,{}
63,ood_negative,bikes price list problem urgent,{}
64,ood_negative,kya vehicle registration yahan hota plz,{}
65,ood_negative,cooking recipe kahan milega ???,{}
66,ood_negative,pharmacy delivery info,{}
67,ood_negative,housing society dues help ???,{}
68,ood_negative,passport office ka process? plz,{}
69,ood_negative,kya haircut appointment yahan hota 😅,{}
70,ood_negative,electricity new connection kidhar hota,{}
71,ood_negative,sim biometric problem abhi,{}
72,ood_negative,university fee challan ka process? help?,{}
73,ood_negative,vehicle registration problem yr,{}
74,ood_negative,weather tomorrow in paris kidhar hota bhai,{}
75,ood_negative,kya travel visa yahan hota,{}
76,ood_negative,car resale value info,{}
77,ood_negative,token tax info help?,{}
78,ood_negative,how to washing machine repair,{}
79,ood_negative,mujhe sports match score chahiye ???,{}
80,ood_negative,movie tickets kidhar hota,{}
81,ood_negative,mujhe wedding hall booking chahiye urgent,{}
82,ood_negative,mujhe jazz cash transfer chahiye,{}
83,ood_negative,restaurant booking office timing,{}
84,ood_negative,whatsapp not opening kahan milega,{}
85,ood_negative,car resale value ka kya scene hai,{}
86,ood_negative,scholarship apply info,{}
87,ood_negative,jazz cash transfer problem,{}
88,ood_negative,bank loan rates info abhi,{}
89,ood_negative,marksheet cost?,{}
90,ood_negative,mujhe crypto trading chahiye,{}
91,ood_negative,easypaisa problem problem,{}
92,ood_negative,coding bug in python ka process? abhi,{}
93,ood_negative,how to bake cake problem help?,{}
94,ood_negative,issue with matric result jaldi,{}
95,ood_negative,train timing ka process? urgent,{}
96,ood_negative,facebook password reset kahan milega,{}
97,ood_negative,issue with gym membership jaldi,{}
98,ood_negative,how to bank loan rates 🤦,{}
99,ood_negative,university admission office timing,{}
100,ood_negative,crypto trading kahan milega,{}
101,ood_negative,restaurant booking help,{}
102,ood_negative,bikes price list info,{}
103,ood_negative,coding bug in python kahan milega,{}
104,ood_negative,bank loan rates ka kya scene hai,{}
105,ood_negative,jazz cash transfer cost? 😅,{}
106,ood_negative,easypaisa problem help ???,{}
107,ood_negative,laptop battery replacement cost? jaldi,{}
108,ood_negative,kya housing society dues yahan hota,{}
109,ood_negative,how to sim biometric ???,{}
110,ood_negative,mobile overheating help,{}
111,ood_negative,token tax info,{}
112,ood_negative,kya university fee challan yahan hota,{}
113,ood_negative,kya haircut appointment yahan hota,{}
114,ood_negative,scholarship apply info abhi,{}
115,ood_negative,train timing ka process?,{}
116,ood_negative,stock market tips cost? plz,{}
117,ood_negative,job application office timing,{}
118,ood_negative,instagram hacked cost?,{}
119,ood_negative,how to CNIC renewal,{}
120,ood_negative,mujhe doctor appointment booking chahiye,{}
121,ood_negative,travel visa ka process?,{}
122,ood_negative,board roll number info ???,{}
123,ood_negative,kya board roll number yahan hota,{}
124,ood_negative,issue with whatsapp not opening please,{}
125,ood_negative,issue with binance account,{}
126,ood_negative,mujhe scholarship apply chahiye,{}
127,ood_negative,mujhe laptop battery replacement chahiye,{}
128,ood_negative,food delivery complaint help,{}
129,ood_negative,issue with doctor appointment booking please,{}
130,ood_negative,easypaisa problem info kya hai ye,{}
131,ood_negative,bikes price list ka kya scene hai,{}
132,ood_negative,vehicle registration problem,{}
133,ood_negative,wedding hall booking cost?,{}
134,ood_negative,mujhe how to bake cake chahiye,{}
135,ood_negative,jazz cash transfer ka process?,{}
136,ood_negative,gym membership kahan milega,{}
137,ood_negative,laptop battery replacement cost?,{}
138,ood_negative,laptop battery replacement kidhar hota,{}
139,ood_negative,kya crypto trading yahan hota,{}
140,ood_negative,AC gas refill office timing,{}
141,ood_negative,generator maintenance help,{}
142,ood_negative,issue with crypto trading,{}
143,ood_negative,issue with generator maintenance jaldi,{}
144,ood_negative,instagram hacked help 🤦,{}
145,ood_negative,stock market tips office timing abhi,{}
146,ood_negative,AC gas refill kahan milega,{}
147,ood_negative,how to bake cake cost?,{}
148,ood_negative,how to how to bake cake,{}
149,ood_negative,whatsapp not opening problem,{}
150,ood_negative,mujhe matric result chahiye,{}
151,ood_negative,instagram hacked cost?,{}
152,ood_negative,restaurant booking info ???,{}
153,ood_negative,stock market tips office timing 🤦,{}
154,ood_negative,haircut appointment help,{}
155,ood_negative,kya marksheet yahan hota kya hai ye,{}
156,ood_negative,car resale value kidhar hota,{}
157,ood_negative,issue with teacher contact please,{}
158,ood_negative,whatsapp not opening problem ???,{}
159,ood_negative,university fee challan office timing,{}
160,ood_negative,board roll number problem,{}
161,ood_negative,teacher contact kidhar hota,{}
162,ood_negative,fashion discount help bhai,{}
163,ood_negative,issue with wedding hall booking kya hai ye,{}
164,ood_negative,university fee challan office timing,{}
165,ood_negative,whatsapp not opening ka process?,{}
166,ood_negative,mobile packages office timing,{}
167,ood_negative,haircut appointment help,{}
168,ood_negative,mujhe train timing chahiye 🤦,{}
169,ood_negative,mujhe mobile packages chahiye,{}
170,ood_negative,how to teacher contact,{}
171,ood_negative,how to excise tax,{}
172,ood_negative,housing society dues help 😅,{}
173,ood_negative,mujhe excise tax chahiye,{}
174,ood_negative,mujhe gas bill correction chahiye,{}
175,ood_negative,bikes price list kahan milega 😅,{}
176,ood_negative,train timing ka process? kya hai ye,{}
177,ood_negative,fashion discount office timing,{}
178,ood_negative,easypaisa problem problem plz,{}
179,ood_negative,mujhe mobile overheating chahiye help?,{}
180,ood_negative,mujhe job application chahiye ???,{}
181,ood_negative,fashion discount ka process?,{}
182,ood_negative,kya movie tickets yahan hota,{}
183,ood_negative,gym membership cost?,{}
184,ood_negative,crypto trading office timing,{}
185,ood_negative,passport office ka process? yr,{}
186,ood_negative,token tax kidhar hota,{}
187,ood_negative,generator maintenance kahan milega,{}
188,ood_negative,kya cooking recipe yahan hota,{}
189,ood_negative,how to university fee challan,{}
190,ood_negative,kya laptop battery replacement yahan hota bhai,{}
191,ood_negative,instagram hacked office timing,{}
192,ood_negative,restaurant booking kahan milega,{}
193,ood_negative,gas bill correction kahan milega,{}
194,ood_negative,easypaisa problem office timing 🤦,{}
195,ood_negative,pharmacy delivery ka kya scene hai yr,{}
196,ood_negative,train timing ka process?,{}
197,ood_negative,university fee challan kidhar hota,{}
198,ood_negative,washing machine repair problem,{}
199,ood_negative,issue with weather tomorrow in paris urgent,{}
200,ood_negative,how to stock market tips ???,{}
201,ood_negative,university fee challan info,{}
202,ood_negative,how to stock market tips,{}
203,ood_negative,pharmacy delivery ka process? 🤦,{}
204,ood_negative,kya food delivery complaint yahan hota,{}
205,ood_negative,passport office cost?,{}
206,ood_negative,restaurant booking office timing 😅,{}
207,ood_negative,issue with cooking recipe 😅,{}
208,ood_negative,binance account office timing ???,{}
209,ood_negative,university admission kidhar hota 😅,{}
210,ood_negative,travel visa ka process?,{}
211,ood_negative,matric result info,{}
212,ood_negative,electricity new connection kidhar hota,{}
213,ood_negative,mujhe easypaisa problem chahiye,{}
214,ood_negative,issue with food delivery complaint abhi,{}
215,ood_negative,vehicle registration cost?,{}
216,ood_negative,haircut appointment ka process? abhi,{}
217,ood_negative,stock market tips kidhar hota abhi,{}
218,ood_negative,crypto trading ka kya scene hai help?,{}
219,ood_negative,issue with teacher contact,{}
220,ood_negative,how to how to bake cake,{}
221,ood_negative,restaurant booking kahan milega ???,{}
222,ood_negative,kya matric result yahan hota ???,{}
223,ood_negative,mujhe marksheet chahiye,{}
224,ood_negative,mujhe board roll number chahiye plz,{}
225,ood_negative,issue with university fee challan,{}
226,ood_negative,mujhe school fee chahiye 😅,{}
227,ood_negative,pharmacy delivery ka process?,{}
228,ood_negative,kya token tax yahan hota,{}
229,ood_negative,license renewal problem 😅,{}
230,ood_negative,election results kidhar hota,{}
231,ood_negative,facebook password reset office timing,{}
232,ood_negative,housing society dues info,{}
233,ood_negative,stock market tips kidhar hota,{}
234,ood_negative,issue with AC gas refill,{}
235,ood_negative,travel visa kahan milega,{}
236,ood_negative,teacher contact info,{}
237,ood_negative,mujhe school fee chahiye,{}
238,ood_negative,travel visa ka kya scene hai plz,{}
239,ood_negative,kya instagram hacked yahan hota,{}
240,ood_negative,bank loan rates kidhar hota,{}
241,ood_negative,mobile overheating kahan milega kya hai ye,{}
242,ood_negative,mujhe stock market tips chahiye,{}
243,ood_negative,issue with coding bug in python,{}
244,ood_negative,housing society dues ka kya scene hai,{}
245,ood_negative,how to electricity new connection,{}
246,ood_negative,excise tax ka process? help?,{}
247,ood_negative,kya bikes price list yahan hota kya hai ye,{}
248,ood_negative,board roll number cost?,{}
249,ood_negative,easypaisa problem problem yr,{}
250,ood_negative,mujhe how to bake cake chahiye jaldi,{}
251,ood_negative,pharmacy delivery office timing urgent,{}
252,ood_negative,food delivery complaint help,{}
253,ood_negative,kya vehicle registration yahan hota,{}
254,ood_negative,license renewal kidhar hota abhi,{}
255,ood_negative,issue with university admission,{}
256,ood_negative,stock market tips kahan milega ???,{}
257,ood_negative,how to bake cake office timing,{}
258,ood_negative,bikes price list ka process?,{}
259,ood_negative,cooking recipe help,{}
260,ood_negative,movie tickets ka kya scene hai please,{}
261,ood_negative,mobile packages help,{}
262,ood_negative,issue with university admission urgent,{}
263,ood_negative,laptop battery replacement kahan milega urgent,{}
264,ood_negative,how to bake cake cost?,{}
265,ood_negative,mujhe matric result chahiye plz,{}
266,ood_negative,wifi not working help,{}
267,ood_negative,kya election results yahan hota jaldi,{}
268,ood_negative,gym membership cost?,{}
269,ood_negative,election results cost?,{}
270,ood_negative,how to token tax,{}
271,ood_negative,kya marksheet yahan hota,{}
272,ood_negative,travel visa info,{}
273,ood_negative,how to whatsapp not opening jaldi,{}
274,ood_negative,token tax problem yr,{}
275,ood_negative,license renewal cost? please,{}
276,ood_negative,doctor appointment booking kidhar hota help?,{}
277,ood_negative,pharmacy delivery kidhar hota,{}
278,ood_negative,issue with board roll number,{}
279,ood_negative,AC gas refill kahan milega abhi,{}
280,ood_negative,issue with bikes price list 🤦,{}
281,ood_negative,excise tax office timing,{}
282,ood_negative,how to train timing,{}
283,ood_negative,pharmacy delivery office timing,{}
284,ood_negative,marksheet office timing,{}
285,ood_negative,online shopping refund problem,{}
286,ood_negative,PTCL bill issue problem,{}
287,ood_negative,how to PTCL bill issue,{}
288,ood_negative,bank account opening office timing,{}
289,ood_negative,mujhe online shopping refund chahiye 😅,{}
290,ood_negative,vehicle registration cost? abhi,{}
291,ood_negative,whatsapp not opening ka process? kya hai ye,{}
292,ood_negative,kya gym membership yahan hota,{}
293,ood_negative,how to mobile overheating abhi,{}
294,ood_negative,AC gas refill info,{}
295,ood_negative,sports match score kidhar hota,{}
296,ood_negative,mujhe CNIC renewal chahiye,{}
297,ood_negative,issue with travel visa,{}
298,ood_negative,doctor appointment booking office timing,{}
299,ood_negative,jazz cash transfer ka process?,{}
300,ood_negative,kya coding bug in python yahan hota bhai,{}
301,ood_negative,wifi not working ka process? please,{}
302,ood_negative,mujhe laptop battery replacement chahiye,{}
303,ood_negative,token tax kahan milega jaldi,{}
304,ood_negative,movie tickets info,{}
305,ood_negative,sports match score office timing,{}
306,ood_negative,washing machine repair ka kya scene hai,{}
307,ood_negative,binance account ka kya scene hai ???,{}
308,ood_negative,kya cooking recipe yahan hota jaldi,{}
309,ood_negative,issue with AC gas refill,{}
310,ood_negative,restaurant booking kahan milega urgent,{}
311,ood_negative,job application help,{}
312,ood_negative,pharmacy delivery ka kya scene hai,{}
313,ood_negative,facebook password reset kahan milega abhi,{}
314,ood_negative,mobile packages office timing,{}
315,ood_negative,election results problem,{}
316,ood_negative,wifi not working ka process?,{}
317,ood_negative,how to university admission,{}
318,ood_negative,gym membership ka kya scene hai,{}
319,ood_negative,how to bake cake info,{}
320,ood_negative,washing machine repair ka kya scene hai,{}
321,ood_negative,train timing help please,{}
322,ood_negative,board roll number cost? bhai,{}
323,ood_negative,binance account problem plz,{}
324,ood_negative,haircut appointment office timing,{}
325,ood_negative,how to sports match score urgent,{}
326,ood_negative,kya instagram hacked yahan hota,{}
327,ood_negative,generator maintenance info,{}
328,ood_negative,mujhe doctor appointment booking chahiye,{}
329,ood_negative,issue with passport office yr,{}
330,ood_negative,fashion discount office timing,{}
331,ood_negative,board roll number kahan milega,{}
332,ood_negative,CNIC renewal ka kya scene hai jaldi,{}
333,ood_negative,bank loan rates info,{}
334,ood_negative,restaurant booking kahan milega,{}
335,ood_negative,university admission cost?,{}
336,ood_negative,weather tomorrow in paris cost?,{}
337,ood_negative,mobile overheating info,{}
338,ood_negative,mujhe movie tickets chahiye,{}
339,ood_negative,PTCL bill issue cost?,{}
340,ood_negative,bikes price list ka kya scene hai,{}
341,ood_negative,mujhe laptop battery replacement chahiye help?,{}
342,ood_negative,mujhe food delivery complaint chahiye,{}
343,ood_negative,wedding hall booking office timing,{}
344,ood_negative,CNIC renewal help please,{}
345,ood_negative,wifi not working kidhar hota urgent,{}
346,ood_negative,issue with housing society dues,{}
347,ood_negative,school fee info,{}
348,ood_negative,kya wifi not working yahan hota urgent,{}
349,ood_negative,kya coding bug in python yahan hota,{}
350,ood_negative,doctor appointment booking ka process?,{}
351,ood_negative,sports match score kahan milega please,{}
352,ood_negative,issue with school fee plz,{}
353,ood_negative,kya PTCL bill issue yahan hota,{}
354,ood_negative,teacher contact problem,{}
355,ood_negative,electricity new connection cost? ???,{}
356,ood_negative,mujhe cooking recipe chahiye bhai,{}
357,ood_negative,kya train timing yahan hota,{}
358,ood_negative,wedding hall booking info yr,{}
359,ood_negative,crypto trading ka process?,{}
360,ood_negative,bikes price list ka kya scene hai please,{}
361,ood_negative,marksheet kahan milega,{}
362,ood_negative,issue with haircut appointment,{}
363,ood_negative,wifi not working info,{}
364,ood_negative,teacher contact help jaldi,{}
365,ood_negative,doctor appointment booking cost? 🤦,{}
366,ood_negative,teacher contact office timing,{}
367,ood_negative,mujhe cooking recipe chahiye,{}
368,ood_negative,how to wifi not working,{}
369,ood_negative,kya weather tomorrow in paris yahan hota 🤦,{}
370,ood_negative,coding bug in python office timing urgent,{}
371,ood_negative,teacher contact kahan milega 😅,{}
372,ood_negative,online shopping refund kidhar hota abhi,{}
373,ood_negative,housing society dues office timing,{}
374,ood_negative,vehicle registration help bhai,{}
375,ood_negative,excise tax info,{}
376,ood_negative,university admission ka kya scene hai kya hai ye,{}
377,ood_negative,teacher contact ka process? plz,{}
378,ood_negative,issue with teacher contact jaldi,{}
379,ood_negative,doctor appointment booking cost? 🤦,{}
380,ood_negative,kya binance account yahan hota kya hai ye,{}
381,ood_negative,stock market tips kidhar hota bhai,{}
382,ood_negative,PTCL bill issue ka kya scene hai,{}
383,ood_negative,wifi not working kidhar hota,{}
384,ood_negative,pharmacy delivery problem jaldi,{}
385,ood_negative,train timing ka process? jaldi,{}
386,ood_negative,laptop battery replacement ka process?,{}
387,ood_negative,board roll number office timing 🤦,{}
388,ood_negative,kya movie tickets yahan hota,{}
389,ood_negative,board roll number cost?,{}
390,ood_negative,travel visa info,{}
391,ood_negative,cooking recipe kahan milega,{}
392,ood_negative,mujhe wifi not working chahiye bhai,{}
393,ood_negative,how to wifi not working,{}
394,ood_negative,gas bill correction kidhar hota please,{}
395,ood_negative,scholarship apply cost? help?,{}
396,ood_negative,kya pharmacy delivery yahan hota,{}
397,ood_negative,facebook password reset kidhar hota,{}
398,ood_negative,board roll number kahan milega plz,{}
399,ood_negative,mujhe weather tomorrow in paris chahiye,{}
400,ood_negative,fashion discount help,{}
401,ood_negative,housing society dues problem 😅,{}
402,ood_negative,how to bake cake info jaldi,{}
403,ood_negative,how to job application,{}
404,ood_negative,jazz cash transfer kidhar hota 😅,{}
405,ood_negative,mobile packages ka kya scene hai,{}
406,ood_negative,stock market tips ka process? bhai,{}
407,ood_negative,how to sports match score,{}
408,ood_negative,AC gas refill ka kya scene hai,{}
409,ood_negative,kya cooking recipe yahan hota bhai,{}
410,ood_negative,food delivery complaint help,{}
411,ood_negative,doctor appointment booking kahan milega,{}
412,ood_negative,issue with scholarship apply ???,{}
413,ood_negative,scholarship apply problem jaldi,{}
414,ood_negative,crypto trading help,{}
415,ood_negative,marksheet help,{}
416,ood_negative,movie tickets kahan milega ???,{}
417,ood_negative,mobile packages kahan milega,{}
418,ood_negative,issue with train timing,{}
419,ood_negative,travel visa kidhar hota,{}
420,ood_negative,AC gas refill kahan milega,{}
421,ood_negative,marksheet kidhar hota,{}
422,ood_negative,mujhe teacher contact chahiye,{}
423,ood_negative,bank loan rates help,{}
424,ood_negative,jazz cash transfer problem plz,{}
425,ood_negative,school fee office timing,{}
426,ood_negative,mujhe university admission chahiye,{}
427,ood_negative,gas bill correction info,{}
428,ood_negative,how to university admission abhi,{}
429,ood_negative,mujhe food delivery complaint chahiye,{}
430,ood_negative,wedding hall booking kahan milega,{}
431,ood_negative,issue with school fee,{}
432,ood_negative,how to bake cake ka kya scene hai,{}
433,ood_negative,AC gas refill info,{}
434,ood_negative,how to electricity new connection,{}
435,ood_negative,pharmacy delivery help,{}
436,ood_negative,mujhe coding bug in python chahiye kya hai ye,{}
437,ood_negative,how to laptop battery replacement,{}
438,ood_negative,food delivery complaint ka process? 😅,{}
439,ood_negative,kya how to bake cake yahan hota bhai,{}
440,ood_negative,laptop battery replacement kidhar hota 🤦,{}
441,ood_negative,whatsapp not opening kahan milega,{}
442,ood_negative,mujhe car resale value chahiye 😅,{}
443,ood_negative,jazz cash transfer ka kya scene hai,{}
444,ood_negative,issue with fashion discount yr,{}
445,ood_negative,kya online shopping refund yahan hota,{}
446,ood_negative,issue with stock market tips,{}
447,ood_negative,issue with stock market tips,{}
448,ood_negative,university fee challan office timing,{}
449,ood_negative,gym membership cost?,{}
450,ood_negative,doctor appointment booking kahan milega ???,{}
451,ood_negative,CNIC renewal kahan milega,{}
452,ood_negative,kya excise tax yahan hota ???,{}
453,ood_negative,how to bank loan rates ???,{}
454,ood_negative,gas bill correction cost?,{}
455,ood_negative,mujhe restaurant booking chahiye ???,{}
456,ood_negative,gym membership kahan milega,{}
457,ood_negative,laptop battery replacement kidhar hota,{}
458,ood_negative,university admission ka kya scene hai bhai,{}
459,ood_negative,crypto trading info ???,{}
460,ood_negative,easypaisa problem office timing,{}
461,ood_negative,movie tickets ka process? help?,{}
462,ood_negative,PTCL bill issue ka kya scene hai ???,{}
463,ood_negative,travel visa problem,{}
464,ood_negative,housing society dues kidhar hota,{}
465,ood_negative,kya job application yahan hota help?,{}
466,ood_negative,kya instagram hacked yahan hota bhai,{}
467,ood_negative,bank loan rates info,{}
468,ood_negative,kya PTCL bill issue yahan hota,{}
469,ood_negative,issue with easypaisa problem plz,{}
470,ood_negative,scholarship apply help help?,{}
471,ood_negative,kya wedding hall booking yahan hota,{}
472,ood_negative,how to car resale value,{}
473,ood_negative,gym membership cost?,{}
474,ood_negative,mujhe job application chahiye,{}
475,ood_negative,token tax kahan milega abhi,{}
476,ood_negative,mujhe AC gas refill chahiye,{}
477,ood_negative,mujhe car resale value chahiye,{}
478,ood_negative,issue with university fee challan help?,{}
479,ood_negative,mujhe wedding hall booking chahiye,{}
480,ood_negative,teacher contact ka process? kya hai ye,{}
481,ood_negative,jazz cash transfer ka process? help?,{}
482,ood_negative,weather tomorrow in paris help,{}
483,ood_negative,mujhe sports match score chahiye,{}
484,ood_negative,cooking recipe ka process? help?,{}
485,ood_negative,sports match score kidhar hota,{}
486,ood_negative,restaurant booking kahan milega,{}
487,ood_negative,mujhe gas bill correction chahiye ???,{}
488,ood_negative,marksheet cost? abhi,{}
489,ood_negative,scholarship apply problem,{}
490,ood_negative,kya cooking recipe yahan hota,{}
491,ood_negative,housing society dues office timing urgent,{}
492,ood_negative,gas bill correction ka process? ???,{}
493,ood_negative,marksheet help bhai,{}
494,ood_negative,teacher contact cost? please,{}
495,ood_negative,coding bug in python kidhar hota,{}
496,ood_negative,travel visa kidhar hota abhi,{}
497,ood_negative,facebook password reset problem,{}
498,ood_negative,how to license renewal,{}
499,ood_negative,passport office problem,{}
